Provincia,Comune,Grado Scolastico,Descrizione Scuola,Cod Sede,Cod Scuola,Denominazione Scuola,Indirizzo e n. civico,C.A.P.,Comunita Collinare,Comunita Montana
NO,OLEGGIO,2,SCUOLA PRIMARIA,60012941,NOEE035056,PADRE MARASCHI,VIA GRAMSCI 77,28047,,
NO,OLEGGIO,2,SCUOLA PRIMARIA,60012942,NOEE81604P,G. RODARI,VIA ALDO MORO 2,28047,,
NO,OLEGGIO,3,SCUOLA SEC. I GRADO,60012943,NOMM81601E,E. S. VERJUS,VIALE PAGANINI 21,28047,,
NO,OLEGGIO CASTELLO,1,SCUOLA D'INFANZIA,60012944,NOAA01005L,DI OLEGGIO CASTELLO,VIA S. NICCOLINI 8,28040,,
NO,OLEGGIO CASTELLO,2,SCUOLA PRIMARIA,60012945,NOEE010092,SANDRO PERTINI,VIA MANZONI 5/7,28040,,
NO,ORTA SAN GIULIO,1,SCUOLA D'INFANZIA,60012946,NOAA805021,LEGRO,VIA PRISCIOLA 5,28016,UNIONE DEI COMUNI DEL CUSIO,
NO,ORTA SAN GIULIO,2,SCUOLA PRIMARIA,60012947,NOEE805037,DI ORTA S. GIULIO,PIAZZA RAGAZZONI 8,28016,UNIONE DEI COMUNI DEL CUSIO,
NO,ORTA SAN GIULIO,3,SCUOLA SEC. I GRADO,60012948,NOMM805014,DI ORTA S. GIULIO,PIAZZA RAGAZZONI 8,28016,UNIONE DEI COMUNI DEL CUSIO,
NO,PARUZZARO,1,SCUOLA D'INFANZIA,60012949,NOAA819074,.,PIAZZA VICARI E ZANETTA 2,28040,,
NO,PARUZZARO,2,SCUOLA PRIMARIA,60012950,NOEE819079,GIOVANNI PASCOLI,VIA FORNACCIO 1,28040,,
NO,PELLA,1,SCUOLA D'INFANZIA,60012951,NO1A035009,SORELLE TUBI,VIA SORELLE TUBI 12,28010,UNIONE DEI COMUNI DEL CUSIO,
NO,PELLA,2,SCUOLA PRIMARIA,60012952,NOEE80402A,.,VIA PER ARTO',28010,UNIONE DEI COMUNI DEL CUSIO,
NO,PETTENASCO,1,SCUOLA D'INFANZIA,60012953,NOAA805043,DI PETTENASCO,VIALE STAZIONE 11,28028,UNIONE DEI COMUNI DEL CUSIO,
NO,PETTENASCO,2,SCUOLA PRIMARIA,60012954,NOEE805015,DI PETTENASCO,VIALE STAZIONE 13,28028,UNIONE DEI COMUNI DEL CUSIO,
NO,PISANO,1,SCUOLA D'INFANZIA,60012955,NOAA819052,.,PIAZZA VITTORIO VENETO,28010,,DEI DUE LAGHI
NO,PISANO,2,SCUOLA PRIMARIA,60012956,NOEE819068,.,VIA PROTASI PICENI MULLER 2,28010,,DEI DUE LAGHI
NO,POGNO,1,SCUOLA D'INFANZIA,60012957,NOAA804014,ALLESINA MADDALENA POGGIO,VIA GARIBALDI 12,28076,UNIONE DEI COMUNI DEL CUSIO,
NO,POGNO,2,SCUOLA PRIMARIA,60012958,NOEE80403B,.,VIA GARIBALDI 12,28076,UNIONE DEI COMUNI DEL CUSIO,
NO,POMBIA,1,SCUOLA D'INFANZIA,60012959,NOAA80602R,MADRE TERESA DI CALCUTTA,VIA XXV APRILE 1,28050,,
NO,POMBIA,2,SCUOLA PRIMARIA,60012960,NOEE806022,DON GIOVANNI FERRARI PREVOSTO,PIAZZA MARTIRI LIBERTA',28050,,
NO,PRATO SESIA,1,SCUOLA D'INFANZIA,60012961,NO1A036005,CESARE ARIENTA,VIA CESARE ARIENTA 6,28077,,
NO,PRATO SESIA,2,SCUOLA PRIMARIA,60012962,NOEE81204B,DI PRATO SESIA,VIA EDMONDO DE AMICIS 1,28077,,
NO,RECETTO,1,SCUOLA D'INFANZIA,60012963,NOAA81404T,DI RECETTO,VIA CAVOUR 6,28060,,
NO,ROMAGNANO SESIA,1,SCUOLA D'INFANZIA,60012964,NOAA812013,G. RODARI,VIA P. AGARLA 4,28078,,
NO,ROMAGNANO SESIA,2,SCUOLA PRIMARIA,60012965,NO1E00500B,SACRO CUORE,VIA MARTIRI 55,28078,,
NO,ROMAGNANO SESIA,2,SCUOLA PRIMARIA,60012966,NOEE812018,T. GRASSI,VIA A. GRAMSCI 2,28078,,
NO,ROMAGNANO SESIA,3,SCUOLA SEC. I GRADO,60012967,NOMM812017,G. CURIONI,VICOLO ASILO 3,28078,,
NO,ROMAGNANO SESIA,4,IST. TECNICO AGRARIO,60012968,NOTA00302C,BONFANTINI,VIA PASSERELLA 4,28078,,
NO,ROMAGNANO SESIA,4,LICEO ARTISTICO,60012969,NOSL010023,.,PIAZZA XVI MARZO 1,28078,,
NO,ROMENTINO,1,SCUOLA D'INFANZIA,60012970,NO1A037001,CHIARA BELDI',VIA CHIARA BELDI' 36,28068,,
NO,ROMENTINO,2,SCUOLA PRIMARIA,60012971,NOEE04501L,DE AMICIS,VIA CONTI CACCIA 13,28068,,
NO,ROMENTINO,3,SCUOLA SEC. I GRADO,60012972,NOMM154017,G. PASTORE,VIA R. SANZIO 2,28068,,
NO,ROMENTINO,4,IST. TECNICO COMMERCIALE,60012973,NOTD002012,BIAGIO PASCAL,STRADA PROVINCIALE PER NOVARA N. 4,28068,,
NO,ROMENTINO,4,IST. TECNICO PERITI AZIENDALI,60012974,NOTD002012,BIAGIO PASCAL,STRADA PROVINCIALE PER NOVARA 4,28068,,
NO,ROMENTINO,4,LICEO SCIENTIFICO,60012975,NOPS002016,BLAISE PASCAL,STRADA PROVINCIALE PER NOVARA N.4,28068,,
NO,SAN MAURIZIO D'OPAGLIO,1,SCUOLA D'INFANZIA,60012976,NOAA804025,.,VIA BELLOSTA 9,28017,,CUSIO-MOTTARONE
NO,SAN MAURIZIO D'OPAGLIO,2,SCUOLA PRIMARIA,60012977,NOEE804019,.,PIAZZA ALPINI 1,28017,,CUSIO-MOTTARONE
NO,SAN MAURIZIO D'OPAGLIO,3,SCUOLA SEC. I GRADO,60012978,NOMM804018,.,VIA TORCHIO 10,28017,,CUSIO-MOTTARONE
NO,SAN PIETRO MOSEZZO,1,SCUOLA D'INFANZIA,60012979,NOAA81406X,DI SAN PIETRO MOSEZZO,VIA MARINONE 15,28060,,
NO,SAN PIETRO MOSEZZO,2,SCUOLA PRIMARIA,60012980,NOEE814076,DI SAN PIETRO MOSEZZO,VIA MARINONE 21,28060,,
NO,SILLAVENGO,1,SCUOLA D'INFANZIA,60012981,NOAA80704P,DI SILLAVENGO,VIA PRINCIPE AMEDEO 2,28060,,
NO,SILLAVENGO,2,SCUOLA PRIMARIA,60012982,NOEE80704X,DI SILLAVENGO,VIA LAVATELLI 14,28060,,
NO,SIZZANO,1,SCUOLA D'INFANZIA,60012983,NO1A03800R,.,VIA S. MARIA 4,28070,,
NO,SIZZANO,2,SCUOLA PRIMARIA,60012984,NOEE812029,L. PEDRANA,VIA DEI PARTIGIANI 18,28070,,
NO,SORISO,2,SCUOLA PRIMARIA,60012985,NOEE02916B,DI SORISO,PIAZZA UMBERTO I 18,28018,,
NO,SOZZAGO,1,SCUOLA D'INFANZIA,60012986,NO1A04800B,AI CADUTI,PIAZZA BONOLA 5,28060,,
NO,SOZZAGO,2,SCUOLA PRIMARIA,60012987,NOEE81505X,FRANCESCO ROGNONI,VIA DON ANGELO FENINI 1,28060,,
NO,SUNO,1,SCUOLA D'INFANZIA,60012988,NOAA817016,DI SUNO,VIA VOLI 1,28019,,
NO,SUNO,2,SCUOLA PRIMARIA,60012989,NOEE81706L,DI SUNO,PIAZZA G.B. RICCI 4,28019,,
NO,SUNO,3,SCUOLA SEC. I GRADO,60012990,NOMM81703C,G. RAVIZZA,PIAZZA G.B. RICCI,28019,,
NO,TORNACO,1,SCUOLA D'INFANZIA,60012991,NOAA81501E,DI TORNACO,VIA QUINTINO SELLA 1,28070,,
NO,TRECATE,1,SCUOLA D'INFANZIA,60012992,NO1A03900L,FRATELLI RUSSI,VIA BATTISTI 4,28069,,
NO,TRECATE,1,SCUOLA D'INFANZIA,60012993,NOAA04503D,CARLO COLLODI,VIA PAPA GIOVANNI PAOLO II 2,28069,,
NO,TRECATE,1,SCUOLA D'INFANZIA,60012994,NOAA04503D,DI VIA GIOTTO,VIA GIOTTO,28069,,
NO,TRECATE,2,SCUOLA PRIMARIA,60012995,NOEE04502N,G. RODARI,VIA G. CASSANO 8/10,28069,,
NO,TRECATE,2,SCUOLA PRIMARIA,60012996,NOEE04503P,DON MILANI,VIA ANDANTE 14,28069,,
NO,TRECATE,3,SCUOLA SEC. I GRADO,60012997,NOMM154006,GIUSEPPE CASSANO,VIA MEZZANO 41,28069,,
NO,VAPRIO D'AGOGNA,1,SCUOLA D'INFANZIA,60012998,NOAA817027,DI VAPRIO D'AGOGNA,VIA CESARE BATTISTI 4,28010,,
NO,VAPRIO D'AGOGNA,2,SCUOLA PRIMARIA,60012999,NOEE81707N,DI VAPRIO D'AGOGNA,VIA CESARE BATTISTI 6,28010,,
NO,VARALLO POMBIA,1,SCUOLA D'INFANZIA,60013000,NOAA80601Q,BOLOGNINO,VIA BOLOGNINO 24,28040,,
NO,VARALLO POMBIA,2,SCUOLA PRIMARIA,60013001,NOEE806011,G. DI VITTORIO,VIA CIRCONVALLAZIONE 23/A,28040,,
NO,VARALLO POMBIA,3,SCUOLA SEC. I GRADO,60013002,NOMM80601X,DON GIUSEPPE ROSSI,VIA CIRCONVALLAZIONE 46,28040,,
NO,VERUNO,1,SCUOLA D'INFANZIA,60013003,NOAA820023,DI VERUNO,PIAZZA TARABBIA,28010,,
NO,VERUNO,2,SCUOLA PRIMARIA,60013004,NOEE820039,DI VERUNO,VIA MARCONI 10,28010,,
NO,VESPOLATE,1,SCUOLA D'INFANZIA,60013005,NO1A04000R,DI VESPOLATE,VIA XXV APRILE 26,28079,,
NO,VESPOLATE,2,SCUOLA PRIMARIA,60013006,NOEE81501Q, G. PASCOLI,VIA XXV APRILE 20,28079,,
NO,VESPOLATE,3,SCUOLA SEC. I GRADO,60013007,NOMM81501P,DI VESPOLATE,VIA TONALE 23,28079,,
NO,VICOLUNGO,2,SCUOLA PRIMARIA,60013008,NOEE814065,DI VICOLUNGO,VIA VITTORIO EMANUELE II 2,28060,,
TO,AGLIE',1,SCUOLA D'INFANZIA,60013009,TO1A16900R,REGINA MARIA CRISTINA,VIA BALUARDI 1,10011,,
TO,AGLIE',2,SCUOLA PRIMARIA,60013010,TOEE091108,.,PIAZZA MARTIRI LIBERTA' 1,10011,,
TO,AGLIE',3,SCUOLA SEC. I GRADO,60013011,TOMM230013,OLIVETTI,PIAZZA MARTIRI LIBERTA' 1,10011,,
TO,AIRASCA,1,SCUOLA D'INFANZIA,60013012,TOAA835017,.,VIA DEL PALAZZO 13,10060,,
TO,AIRASCA,2,SCUOLA PRIMARIA,60013013,TOEE83501C,DANTE ALIGHIERI,VIA STAZIONE 26,10060,,
TO,AIRASCA,3,SCUOLA SEC. I GRADO,60013014,TOMM83501B,.,VIA STAZIONE 37,10060,,
TO,ALA DI STURA,1,SCUOLA D'INFANZIA,60013015,TO1A281008,CLELIA TREVES,VIA PIAN DEL TETTO 9,10070,,VALLI DI LANZO
TO,ALA DI STURA,2,SCUOLA PRIMARIA,60013016,TOEE809021,.,PIAZZA CENTRALE 22,10070,,VALLI DI LANZO
TO,ALBIANO D'IVREA,1,SCUOLA D'INFANZIA,60013017,TOAA07709P,.,VIA RICCARDI 2,10010,,
TO,ALBIANO D'IVREA,2,SCUOLA PRIMARIA,60013018,TOEE07707T,.,VIA RICCARDI 17,10010,,
TO,ALMESE,1,SCUOLA D'INFANZIA,60013019,TO1A23600A,RIVA ROCCI,VIA VIGLIANIS 16,10040,,BASSA VAL DI SUSA E DELLA VAL CENISCHIA
TO,ALMESE,2,SCUOLA PRIMARIA,60013020,TOEE82102G,REGIONE PIEMONTE,PIAZZA COMBA 1,10040,,BASSA VAL DI SUSA E DELLA VAL CENISCHIA
TO,ALMESE,2,SCUOLA PRIMARIA,60013021,TOEE82103L,FALCONE - BORSELLINO,PIAZZA DELLA CHIESA 16,10040,,BASSA VAL DI SUSA E DELLA VAL CENISCHIA
TO,ALMESE,2,SCUOLA PRIMARIA,60013022,TOEE82101E,MONSIGNOR SPIRITO ROCCI,PIAZZA DELLA FIERA 3,10040,,BASSA VAL DI SUSA E DELLA VAL CENISCHIA
TO,ALMESE,3,SCUOLA SEC. I GRADO,60013023,TOMM82101D,RIVA ROCCI,PIAZZA DELLA FIERA 3/2,10040,,BASSA VAL DI SUSA E DELLA VAL CENISCHIA
TO,ALPETTE,2,SCUOLA PRIMARIA,60013024,TO1E108029,P. DOMINIETTO,VIA SENTA 22,10080,,VALLI ORCO E SOANA
TO,ALPIGNANO,1,SCUOLA D'INFANZIA,60013025,TO1A14900G,CACCIA,VIA I MAGGIO 27,10091,,
TO,ALPIGNANO,1,SCUOLA D'INFANZIA,60013026,TOAA07501P,SERGIO BORELLO,VIA EX INTERNATI 7,10091,,
TO,ALPIGNANO,1,SCUOLA D'INFANZIA,60013027,TOAA07502Q,GOBETTI,VIA BARACCA 16,10091,,
TO,ALPIGNANO,1,SCUOLA D'INFANZIA,60013028,TOAA07503R,G. RODARI,VIA PIANEZZA 49,10091,,
TO,ALPIGNANO,2,SCUOLA PRIMARIA,60013029,TOEE07501X,ANTONIO GRAMSCI,VIA CAVOUR 45,10091,,
TO,ALPIGNANO,2,SCUOLA PRIMARIA,60013030,TOEE075032,F. TURATI,VIA COLGIANSESCO 3,10091,,
TO,ALPIGNANO,2,SCUOLA PRIMARIA,60013031,TOEE075043,MATTEOTTI,VIA CADUTI PER LA LIBERTA' 26/BIS,10091,,
TO,ALPIGNANO,3,SCUOLA SEC. I GRADO,60013032,TOMM10400L,ALBERTO TALLONE,VIA PIANEZZA 31,10091,,
TO,ANDEZENO,1,SCUOLA D'INFANZIA,60013033,TOAA096106,ANDEZENO,VIA CESOLE 3,10020,UNIONE DEI COMUNI COLLINA TORINESE,
TO,ANDEZENO,2,SCUOLA PRIMARIA,60013034,TOEE096033,ANDEZENO,VIA CESOLE 10,10020,UNIONE DEI COMUNI COLLINA TORINESE,
TO,ANDEZENO,3,SCUOLA SEC. I GRADO,60013035,TOMM135019,M. L. QUARINI,PIAZZA ITALIA 1,10020,UNIONE DEI COMUNI COLLINA TORINESE,
TO,ANDRATE,1,SCUOLA D'INFANZIA,60013036,TO1A274005,GILLIO AGOSTINO,VIA SANTA MARIA 6,10010,,DORA BALTEA CANAVESANA
TO,ANDRATE,2,SCUOLA PRIMARIA,60013037,TOEE84902B,.,REGIONE SANTA MARIA,10010,,DORA BALTEA CANAVESANA
TO,ANGROGNA,1,SCUOLA D'INFANZIA,60013038,TOAA81302B,.,PIAZZA ROMA 2,10060,,VALLE PELLICE
TO,ANGROGNA,2,SCUOLA PRIMARIA,60013039,TOEE81302L,.,PIAZZA ROMA 2,10060,,VALLE PELLICE
TO,ARIGNANO,1,SCUOLA D'INFANZIA,60013040,TOAA096061,ARIGNANO,VIA ROMA 5,10020,,
TO,ARIGNANO,2,SCUOLA PRIMARIA,60013041,TOEE096044,ARIGNANO,VIA GINO LISA 18,10020,,
TO,AVIGLIANA,1,SCUOLA D'INFANZIA,60013042,TO1A15200B,DOMENICA BRUNO VED. PICCO,PIAZZA CONTE ROSSO 18,10051,,BASSA VAL DI SUSA E DELLA VAL CENISCHIA
TO,AVIGLIANA,1,SCUOLA D'INFANZIA,60013043,TOAA07601E,DON CAMPAGNA,VIA DRUBIAGLIO 22,10051,,BASSA VAL DI SUSA E DELLA VAL CENISCHIA
TO,AVIGLIANA,1,SCUOLA D'INFANZIA,60013044,TOAA07604N,GIANNI RODARI,VIA LUIGI EINAUDI 27,10051,,BASSA VAL DI SUSA E DELLA VAL CENISCHIA
TO,AVIGLIANA,1,SCUOLA D'INFANZIA,60013045,TO1A15000Q,ANDERSEN,VIA MICHELETTA 5,10051,,BASSA VAL DI SUSA E DELLA VAL CENISCHIA
TO,AVIGLIANA,1,SCUOLA D'INFANZIA,60013046,TOAA07605P,AIRONE,VIA MOMPELLATO 11,10051,,BASSA VAL DI SUSA E DELLA VAL CENISCHIA
TO,AVIGLIANA,2,SCUOLA PRIMARIA,60013047,TOEE07601Q,DOMENICO BERTI,VIA LUIGI EINAUDI 33,10051,,BASSA VAL DI SUSA E DELLA VAL CENISCHIA
TO,AVIGLIANA,2,SCUOLA PRIMARIA,60013048,TOEE076061,ANNA FRANK,VIA DRUBIAGLIO 1,10051,,BASSA VAL DI SUSA E DELLA VAL CENISCHIA
TO,AVIGLIANA,2,SCUOLA PRIMARIA,60013049,TOEE07604V,NORBERTO ROSA,VIA UMBERTO I 10,10051,,BASSA VAL DI SUSA E DELLA VAL CENISCHIA
TO,AVIGLIANA,2,SCUOLA PRIMARIA,60013050,TOEE076094,ITALO CALVINO,VIA MOMPELLATO 13,10051,,BASSA VAL DI SUSA E DELLA VAL CENISCHIA
TO,AVIGLIANA,3,SCUOLA SEC. I GRADO,60013051,TOMM27500G,DEFENDENTE FERRARI,VIA CAVALIERI DI VITTORIO VENETO 3,10051,,BASSA VAL DI SUSA E DELLA VAL CENISCHIA
TO,AVIGLIANA,4,IST. TECNICO COMMERCIALE,60013052,TOTD05000T,G. GALILEI,VIA G. B. NICOL 35,10051,,BASSA VAL DI SUSA E DELLA VAL CENISCHIA
TO,AVIGLIANA,4,IST. TECNICO COMMERCIALE,60013053,TOTD05000T,G. GALILEI,VIA NICOL ANG.VIA DEL BRUTTO,10051,,BASSA VAL DI SUSA E DELLA VAL CENISCHIA
TO,AVIGLIANA,4,IST. TECNICO PER GEOMETRI,60013054,TOTD05000T,G. GALILEI,VIA G. B. NICOL 35,10051,,BASSA VAL DI SUSA E DELLA VAL CENISCHIA
TO,AZEGLIO,1,SCUOLA D'INFANZIA,60013055,TOAA07711T,.,VIA XX SETTEMBRE 2,10010,INTORNO AL LAGO,
TO,AZEGLIO,2,SCUOLA PRIMARIA,60013056,TOEE07701G,.,VIA XX SETTEMBRE 33,10010,INTORNO AL LAGO,
TO,BAIRO,2,SCUOLA PRIMARIA,60013057,TOEE09113B,.,PIAZZA COMUNALE 2,10010,,
TO,BALANGERO,1,SCUOLA D'INFANZIA,60013058,TOAA829032,M. PALBERTI,CORSO DOTT. BORLA 1,10070,,VALLI DI LANZO
TO,BALANGERO,2,SCUOLA PRIMARIA,60013059,TOEE829015,DE AMICIS,PIAZZA X MARTIRI 3,10070,,VALLI DI LANZO
TO,BALANGERO,3,SCUOLA SEC. I GRADO,60013060,TOMM829036,X MARTIRI,PIAZZA PERTINI 1,10070,,VALLI DI LANZO
TO,BALDISSERO CANAVESE,1,SCUOLA D'INFANZIA,60013061,TOAA80605B,.,VIA MONTEGRAPPA 27,10080,,
TO,BALDISSERO TORINESE,1,SCUOLA D'INFANZIA,60013062,TOAA09704P,G. BERRUTO,VIA ROMA 23,10020,UNIONE DEI COMUNI COLLINA TORINESE,
TO,BALDISSERO TORINESE,2,SCUOLA PRIMARIA,60013063,TOEE097051,G. BERRUTO,VIA ROMA 23,10020,UNIONE DEI COMUNI COLLINA TORINESE,
TO,BANCHETTE,1,SCUOLA D'INFANZIA,60013064,TOAA13902D,.,VIA APRATO 2,10010,,
TO,BANCHETTE,1,SCUOLA D'INFANZIA,60013065,TO1A295006,IL MONDO DI CAMELOT,VIA CIRCONVALLAZIONE 5,10010,,
TO,BANCHETTE,2,SCUOLA PRIMARIA,60013066,TOEE13903Q,W. FILLAK,VIA TORRETTA 20,10010,,
TO,BANCHETTE,3,SCUOLA SEC. I GRADO,60013067,TOMM271008,SANDRO PERTINI,VIA TORRETTA 9,10010,,
TO,BARBANIA,1,SCUOLA D'INFANZIA,60013068,TOAA82704B,BARETTO,VIA ANDREIS 2,10070,,
TO,BARBANIA,2,SCUOLA PRIMARIA,60013069,TOEE82705N,P. AUDO GIANOTTI,VIA CAUDANA 10,10070,,
TO,BARDONECCHIA,1,SCUOLA D'INFANZIA,60013070,TO1A20500P,MONS. F. BELLANDO,VIALE BRAMAFAM 17,10052,,ALTA VALLE DI SUSA
TO,BARDONECCHIA,2,SCUOLA PRIMARIA,60013071,TOEE137045,DON FONTAN,VIALE BRAMAFAM 17,10052,,ALTA VALLE DI SUSA
TO,BARDONECCHIA,3,SCUOLA SEC. I GRADO,60013072,TOMM180028,L. DES AMBROIS,PIAZZA DE GASPERI 3,10052,,ALTA VALLE DI SUSA
TO,BARDONECCHIA,4,IST. TECNICO COMMERCIALE,60013073,TOTD08500R,FREJUS,VIA GENOVA 4,10052,,ALTA VALLE DI SUSA
TO,BARONE CANAVESE,1,SCUOLA D'INFANZIA,60013074,TOAA16803E,.,VIA CANDIA 10,10010,,
TO,BEINASCO,1,SCUOLA D'INFANZIA,60013075,TO1A153007,MARIA TERESA FORNASIO,VIA M. T. FORNASIO 32,10092,,
TO,BEINASCO,1,SCUOLA D'INFANZIA,60013076,TOAA18402B,ELVIRA PAIETTA,VIA SEREA 9,10092,,
TO,BEINASCO,1,SCUOLA D'INFANZIA,60013077,TOAA83902G,W. DISNEY,LARGO MONTEGRANERO 1,10092,,
TO,BEINASCO,1,SCUOLA D'INFANZIA,60013078,TOAA18401A,S. ALERAMO,VIA S. PELLICO 4,10092,,
TO,BEINASCO,1,SCUOLA D'INFANZIA,60013079,TOAA18404D,G. RODARI,VIA MASCAGNI,10092,,
TO,BEINASCO,1,SCUOLA D'INFANZIA,60013080,TOAA83901E,M.L. GATTI,VIA DON MINZONI 10,10092,,
TO,BEINASCO,1,SCUOLA D'INFANZIA,60013081,TOAA83901E,M.L. GATTI - SEZIONE DI NANNI,VIA DON MINZONI 12,10092,,
TO,BEINASCO,2,SCUOLA PRIMARIA,60013082,TOEE18403N,A. MEI,VIA MASCAGNI 14,10092,,
TO,BEINASCO,2,SCUOLA PRIMARIA,60013083,TOEE83902R,DANTE DI NANNI,VIA DON MINZONI 12,10092,,
TO,BEINASCO,2,SCUOLA PRIMARIA,60013084,TOEE18402L,E. DE AMICIS,VIA ROMA 7,10092,,
TO,BEINASCO,2,SCUOLA PRIMARIA,60013085,TOEE18405Q,A. GRAMSCI,VIA MIRAFIORI 27,10092,,
TO,BEINASCO,2,SCUOLA PRIMARIA,60013086,TOEE83901Q,ITALO CALVINO,VIA ORBASSANO 13,10092,,
TO,BEINASCO,3,SCUOLA SEC. I GRADO,60013087,TOMM83901P,P. GOBETTI,VIA MIRAFIORI 25,10092,,
TO,BEINASCO,3,SCUOLA SEC. I GRADO,60013088,TOMM83901P,A. VIVALDI,VIA TRENTO,10092,,
TO,BIBIANA,1,SCUOLA D'INFANZIA,60013089,TO1A240002,SAN MARCELLINO,VIA OSPEDALE 23,10060,,VALLE PELLICE
TO,BIBIANA,2,SCUOLA PRIMARIA,60013090,TOEE84202L,.,VIA OSPEDALE 10,10060,,VALLE PELLICE
TO,BIBIANA,3,SCUOLA SEC. I GRADO,60013091,TOMM84202G,.,VIA OSPEDALE 10,10060,,VALLE PELLICE
TO,BOBBIO PELLICE,1,SCUOLA D'INFANZIA,60013092,TOAA81304D,.,VIA CAPITANO MONDON 1,10060,,VALLE PELLICE
TO,BOBBIO PELLICE,2,SCUOLA PRIMARIA,60013093,TOEE81303N,.,VIA CAPITANO MONDON 1,10060,,VALLE PELLICE
TO,BOLLENGO,1,SCUOLA D'INFANZIA,60013094,TOAA07702B,.,VIA BIELLA 1,10012,,
TO,BOLLENGO,2,SCUOLA PRIMARIA,60013095,TOEE07705Q,SANDRO PERTINI,VIA DELLE SCUOLE 2,10012,,
TO,BORGARO TORINESE,1,SCUOLA D'INFANZIA,60013096,TO1A154003,SUOR NEMESIA VALLE,VIA GENERAL PEROTTI 6,10071,,
TO,BORGARO TORINESE,1,SCUOLA D'INFANZIA,60013097,TOAA081012,MARTIRI DELLA LIBERTA',VIA SAVANT 1,10071,,
TO,BORGARO TORINESE,1,SCUOLA D'INFANZIA,60013098,TOAA081056,CADUTI BORGARESI,VIA RIVAROLO 70,10071,,
TO,BORGARO TORINESE,2,SCUOLA PRIMARIA,60013099,TOEE081017,DE FASSI,VIA CIRIE' 52,10071,,
TO,BORGARO TORINESE,2,SCUOLA PRIMARIA,60013100,TOEE081039,N. GROSA CANAVERE,VIA CANAVERE 47,10071,,
TO,BORGARO TORINESE,3,SCUOLA SEC. I GRADO,60013101,TOMM277029,C. LEVI,VIA SPAGNA 4,10071,,
TO,BORGARO TORINESE,3,SCUOLA SEC. I GRADO,60013102,TOMM860014,G. FALCONE,VIA TIBALDI 70,10071,,
TO,BORGOFRANCO D'IVREA,1,SCUOLA D'INFANZIA,60013103,TOAA13901C,.,VIA GUIDO ROSSA 12,10013,,DORA BALTEA CANAVESANA
TO,BORGOFRANCO D'IVREA,1,SCUOLA D'INFANZIA,60013104,TOAA13906N,.,VIA NICOLETTA 11,10013,,DORA BALTEA CANAVESANA
TO,BORGOFRANCO D'IVREA,1,SCUOLA D'INFANZIA,60013105,TOAA13907P,.,VIA PALMA,10013,,DORA BALTEA CANAVESANA
TO,BORGOFRANCO D'IVREA,2,SCUOLA PRIMARIA,60013106,TOEE13902P,RODARI,VIA ROMA 25,10013,,DORA BALTEA CANAVESANA
TO,BORGOFRANCO D'IVREA,3,SCUOLA SEC. I GRADO,60013107,TOMM27103B,SANDRO PERTINI,VIA SAN MARCO 8,10013,,DORA BALTEA CANAVESANA
TO,BORGONE SUSA,1,SCUOLA D'INFANZIA,60013108,TO1A27000T,CONIUGI GOLA,VIA FALCO FELICE 8,10050,,BASSA VAL DI SUSA E DELLA VAL CENISCHIA
TO,BORGONE SUSA,2,SCUOLA PRIMARIA,60013109,TOEE824023,DI BORGONE,VIA G. BOBBA 33,10050,,BASSA VAL DI SUSA E DELLA VAL CENISCHIA
TO,BORGONE SUSA,3,SCUOLA SEC. I GRADO,60013110,TOMM824022,BORGONE,VIA TARRO BOIRO 1,10050,,BASSA VAL DI SUSA E DELLA VAL CENISCHIA
TO,BOSCONERO,1,SCUOLA D'INFANZIA,60013111,TO1A21200T,G. PAGLIASSOTTI,VIA TORINO 38,10080,,
TO,BOSCONERO,2,SCUOLA PRIMARIA,60013112,TOEE15104B,PIETRO FILIPPO VAYRA,VIA G. PAGLIASSOTTI 16,10080,,
TO,BOSCONERO,3,SCUOLA SEC. I GRADO,60013113,TOMM26902A,G. GOZZANO,VIA VILLAFRANCA,10080,,
TO,BRANDIZZO,1,SCUOLA D'INFANZIA,60013114,TO1A23900T,DI BRANDIZZO,VIA MATTEOTTI 10,10032,,
TO,BRANDIZZO,1,SCUOLA D'INFANZIA,60013115,TOAA85301R,ANDERSEN,VIA MORANDI 1,10032,,
TO,BRANDIZZO,1,SCUOLA D'INFANZIA,60013116,TOAA85302T,.,VIA CENA 2,10032,,
TO,BRANDIZZO,1,SCUOLA D'INFANZIA,60013117,TOAA85304X,.,VIA MATTEOTTI 10,10032,,
TO,BRANDIZZO,2,SCUOLA PRIMARIA,60013118,TOEE853012,DON MILANI,VIA CENA 2,10032,,
TO,BRANDIZZO,2,SCUOLA PRIMARIA,60013119,TOEE853023,B. BUOZZI,VIA MATTEOTTI 2,10032,,
TO,BRANDIZZO,3,SCUOLA SEC. I GRADO,60013120,TOMM853011,MARTIRI DELLA LIBERTA',VIA ALBA 10,10032,,
TO,BRICHERASIO,1,SCUOLA D'INFANZIA,60013121,TO1A24100T,SERENA,VIA BELL VILLE 8,10060,,VALLE PELLICE
TO,BRICHERASIO,2,SCUOLA PRIMARIA,60013122,TOEE84201G,.,VIA VITTORIO EMANUELE II 81,10060,,VALLE PELLICE
TO,BRICHERASIO,3,SCUOLA SEC. I GRADO,60013123,TOMM84201E,ALBINO CAFFARO,VIA CESARE BOLLEA 3,10068,,VALLE PELLICE
TO,BROSSO,2,SCUOLA PRIMARIA,60013124,TOEE80602D,.,VIA DANTE 5,10080,,VAL CHIUSELLA
